index,x,y
1,0.0604088125323088,0.3174818190186191
2,0.9395911874676912,0.3174818190186191
3,0.0604088125323088,0.6825181809813809
4,0.9395911874676912,0.6825181809813809
5,0.0688997342298830,0.0169923180960170
6,0.9311002657701170,0.0169923180960170
7,0.0688997342298830,0.9830076819039830
8,0.9311002657701170,0.9830076819039830
9,0.0619382336060747,0.1561236763994928
10,0.9380617663939253,0.1561236763994928
11,0.0619382336060747,0.8438763236005072
12,0.9380617663939253,0.8438763236005072
13,0.2693528550631203,0.0209306631320388
14,0.7306471449368797,0.0209306631320388
15,0.2693528550631203,0.9790693368679612
16,0.7306471449368797,0.9790693368679612
17,0.2840548492782724,0.2307700013962074
18,0.7159451507217276,0.2307700013962074
19,0.2840548492782724,0.7692299986037926
20,0.7159451507217276,0.7692299986037926
21,0.5000000000000000,0.0372997380135319
22,0.5000000000000000,0.9627002619864681
23,0.5000000000000000,0.0422997380135431
24,0.5000000000000000,0.9577002619864569
25,0.5000000000000000,0.2920964574752694
26,0.5000000000000000,0.7079035425247306
27,0.0292271681810216,0.5000000000000000
28,0.9707728318189784,0.5000000000000000
29,0.2614231567103838,0.5000000000000000
30,0.7385768432896162,0.5000000000000000
31,0.2664231567103824,0.5000000000000000
32,0.7335768432896176,0.5000000000000000
33,0.5000000000000000,0.5000000000000000
