index,x,y
1,0.05715982380759326,0.06113355117757917
2,0.94284017619240674,0.06113355117757917
3,0.05715982380759326,0.93886644882242083
4,0.94284017619240674,0.93886644882242083
5,0.26671344955811690,0.04723642703543908
6,0.73328655044188310,0.04723642703543908
7,0.26671344955811690,0.95276357296456092
8,0.73328655044188310,0.95276357296456092
9,0.06092331164428649,0.26619425164207080
10,0.93907668835571351,0.26619425164207080
11,0.06092331164428649,0.73380574835792920
12,0.93907668835571351,0.73380574835792920
13,0.35207139265504010,0.26280506853035060
14,0.64792860734495990,0.26280506853035060
15,0.35207139265504010,0.73719493146964940
16,0.64792860734495990,0.73719493146964940
17,0.50000000000000000,0.03428332627826124
18,0.50000000000000000,0.96571667372173876
19,0.01794401423834124,0.50000000000000000
20,0.98205598576165876,0.50000000000000000
21,0.20219408128752184,0.50000000000000000
22,0.79780591871247816,0.50000000000000000
23,0.50000000000000000,0.50000000000000000
