index,x,y
1,0.0302888075761688,0.2778781814511027
2,0.9697111924238312,0.2778781814511027
3,0.0302888075761688,0.7221218185488973
4,0.9697111924238312,0.7221218185488973
5,0.0589296328577271,0.0157414988073092
6,0.9410703671422729,0.0157414988073092
7,0.0589296328577271,0.9842585011926908
8,0.9410703671422729,0.9842585011926908
9,0.0600453212157667,0.1307293467743997
10,0.9399546787842333,0.1307293467743997
11,0.0600453212157667,0.8692706532256003
12,0.9399546787842333,0.8692706532256003
13,0.2330979461787487,0.0217167411808519
14,0.7669020538212513,0.0217167411808519
15,0.2330979461787487,0.9782832588191481
16,0.7669020538212513,0.9782832588191481
17,0.2431175662340631,0.2228825214018698
18,0.7568824337659369,0.2228825214018698
19,0.2431175662340631,0.7771174785981302
20,0.7568824337659369,0.7771174785981302
21,0.5000000000000000,0.0330478247280475
22,0.5000000000000000,0.9669521752719525
23,0.5000000000000000,0.0340478224259375
24,0.5000000000000000,0.9659521775740625
25,0.5000000000000000,0.0350478188121890
26,0.5000000000000000,0.9649521811878110
27,0.5000000000000000,0.0360478146831359
28,0.5000000000000000,0.9639521853168641
29,0.5000000000000000,0.0370478110459257
30,0.5000000000000000,0.9629521889540743
31,0.5000000000000000,0.0380478087923428
32,0.5000000000000000,0.9619521912076572
33,0.5000000000000000,0.2843533315862328
34,0.5000000000000000,0.7156466684137672
35,0.5000000000000000,0.3053086834070179
36,0.5000000000000000,0.6946913165929821
37,0.0413738637296070,0.5000000000000000
38,0.9586261362703930,0.5000000000000000
39,0.0423738634433147,0.5000000000000000
40,0.9576261365566853,0.5000000000000000
41,0.1319701530839520,0.5000000000000000
42,0.8680298469160480,0.5000000000000000
43,0.1329701835825934,0.5000000000000000
44,0.8670298164174066,0.5000000000000000
45,0.1339702151728672,0.5000000000000000
46,0.8660297848271328,0.5000000000000000
47,0.3179956239430397,0.5000000000000000
48,0.6820043760569603,0.5000000000000000
49,0.3189956235784733,0.5000000000000000
50,0.6810043764215267,0.5000000000000000
51,0.5000000000000000,0.5000000000000000
