index,x,y
1,0.0441824024835093,0.2990918682153380
2,0.9558175975164907,0.2990918682153380
3,0.0441824024835093,0.7009081317846620
4,0.9558175975164907,0.7009081317846620
5,0.0624432130918208,0.0154478877621927
6,0.9375567869081792,0.0154478877621927
7,0.0624432130918208,0.9845521122378073
8,0.9375567869081792,0.9845521122378073
9,0.0547897455105250,0.1429426601710737
10,0.9452102544894750,0.1429426601710737
11,0.0547897455105250,0.8570573398289263
12,0.9452102544894750,0.8570573398289263
13,0.2452483721169832,0.0206727860216172
14,0.7547516278830168,0.0206727860216172
15,0.2452483721169832,0.9793272139783828
16,0.7547516278830168,0.9793272139783828
17,0.2464387344904050,0.2235308726488525
18,0.7535612655095950,0.2235308726488525
19,0.2464387344904050,0.7764691273511475
20,0.7535612655095950,0.7764691273511475
21,0.5000000000000000,0.0315845278421691
22,0.5000000000000000,0.9684154721578309
23,0.5000000000000000,0.0325845258148004
24,0.5000000000000000,0.9674154741851996
25,0.5000000000000000,0.0335845231315821
26,0.5000000000000000,0.9664154768684179
27,0.5000000000000000,0.0345845211341944
28,0.5000000000000000,0.9654154788658056
29,0.5000000000000000,0.2579076620960186
30,0.5000000000000000,0.7420923379039814
31,0.5000000000000000,0.2697021996891678
32,0.5000000000000000,0.7302978003108322
33,0.0484473445573267,0.5000000000000000
34,0.9515526554426733,0.5000000000000000
35,0.0494473443882495,0.5000000000000000
36,0.9505526556117505,0.5000000000000000
37,0.2123206652876316,0.5000000000000000
38,0.7876793347123684,0.5000000000000000
39,0.2858821393513143,0.5000000000000000
40,0.7141178606486857,0.5000000000000000
41,0.2868821394230859,0.5000000000000000
42,0.7131178605769141,0.5000000000000000
43,0.5000000000000000,0.5000000000000000
